NOMBRE,CODIGO_LOCALIDAD
URBANIZACION HUMBERTO VALENCIA II SECTOR,07
BOSQUE EL LIMONAR,05
LA ESTRELLA SECTOR LAGOS,19
DUITAMA,05
PROVIDENCIA,07
TIERRA LINDA,19
MONTE BLANCO,05
LA ACACIA SUR PARTE BAJA III SECTOR,19
LA GLORIA,04
CORDOBA,04
JOSE ANTONIO GALAN SEGUNDO SECTOR,07
LA PAZ II Y III BARRIO: NUESTRA SEÑORA DE LA PAZ,07
LA RESURRECCION,18
PUERTO RICO,18
URBANIZACION LAS COLINAS,18
EL MIRADOR,18
BARRIO EL SOCORRO III SECTOR,18
GRANJAS DE SAN PABLO,18
GRANJAS DE SAN PABLO,18
BARRIO CIUDAD DE CALI,08
TINTALITO,08
JIMENEZ DE QUESADA II SECTOR,07
NUEVA YORK,08
EL LLANO SECTOR FANDIÑO,07
ACACIAS - IV,19
LA DULCINEA,07
BARRIO LA ESMERALDA EL RECUERDO,05
CAMPO HERMOSO,07
EL ROCIO CENTRO ORIENTAL,03
CASABLANCA SECTOR LA GRUTA,11
PRADO SUR SECTOR LA VILLA,11
ALTOS LA ESPERANZA I SECTOR,11
URIBIA,11
LA FLOR,11
LA ISABELA,11
EL MIRADOR,03
DIVINO NIÑO,07
EL PORTAL,07
BARRIO COOPERATIVO EL REGALO,07
LA LIBERTAD IV ETAPA,07
SANTA PAZ SANTA ELVIRA,08
BARRIO SUMAPAZ,08
TOCAREMA,08
BARRIO EL TINTAL,08
URBANIZACION TERRAZAS DE SAN JORGE,18
RIO DE JANEIRO EL PESEBRE,18
GRANJAS DE SAN PEDRO II SECTOR,05
LA ESTACION ANDALUCIA II,07
LA ISLA BARRIO EL PARAISO,02
EL PORVENIR ZONA C,19
EL ARPA Y LA LIRA PUENTE ARANDA,16
CAMELIAS FUCHA (BARRIO CAMELIAS SEUNDO SECTOR),16
VILLA_ALEXANDRA,08
SAN ANTONIO DE ESCOCIA,07
URBANIZACION VILLA NORA,07
LUIS LOPEZ DE MESA ALCALDIA MENOR:RAFAEL URIBE,18
LA ESPERANZA,08
VILLA DE LA TORRE,08
VILLA NHORA,07
LA CHUCUA PRIMER SECTOR VEREDA LAS FLORES,11
CHARLES DE GAULLE,07
LA FONTANA SECTORES I Y II,07
NACIONES UNIDAS (SANTA ROSA),19
BELLA VISTA  II SECTOR,05
DANUBIO II-III,07
URBANIZACION LA FLORIDA IV SECTOR,07
LA PORTADA  III SECTOR,07
PREDIO EL MATORRAL SAN BERNARDINO,07
EL MORTIÑO,05
CLARETIANO,07
SIERRA MORENA,05
BARRIO EL REGALO II SECTOR,07
BARRIO SANTA LIBRADA SECTOR SAN BERNARDO,05
CALLEJÓN DE SANTA BÁRBARA III,18
PALERMO SUR,18
BARRIO LA PEPITA PREDIOS CARRERA 19A CALLE 10,14
LA ARAUCARIA,11
TELECOM ARRAYANES,11
LA ARMONIA,07
EL RECUERDO III,07
MADRID II,18
EL RECODO-REPÚBLICA DE CANADA,04
URBANIZACION LOS ALMENDROS,08
CAMPO HERMOSO,08
VILLA ALEGRIA,07
EL DIAMANTE,07
BARRIO ESCOCIA IX,07
TRES REYES-SEGUNDO SECTOR,19
TENERIFE II SECTOR,05
SAN LUIS,05
"URBANIZACION SANTA LIBRADA SECTOR ""LAS GRANJAS""",05
"EMPRESA COMUNITARIA ""MANUELA BELTRAN""",19
XOCHIMILCO,07
LA CONCEPCION (2DO SECTOR),07
BARRIO VILLA COLOMBIA II SECTOR,07
NUESTRA SEÑORA DE LA PAZ,07
LAS FLORES,05
SAN JOAQUIN DEL VATICANO,19
LUCERO MEDIO,19
LA_COMPOSTELA_II,05
EL NUEVO PORTAL,05
VILLA ANDREA,09
LA MORENA III,05
EL SOCORRO,18
MARCO FIDEL SUAREZ RELOTEO,18
URBANIZACION VILLA ALEJANDRIA,05
MIAMI,11
BRASIL 1 SECTOR VILLA DIANA,07
URBANIZACION LOS MOLINOS 1ER SECTOR,18
JAVA II SECTOR,11
GLORIA LARA DE ECHEVERRY SEGUNDA ETAPA,11
JUAN PABLO I. BARRIO PERPETUO SOCORRO,08
LA PORTADA,07
LA PALMA,07
(CAMA VIEJA) VILLA DEL CLAN,13
TUNA ALTA SECTOR BELLA VISTA,11
LAS LOMAS,18
CASA LOMA,08
SAN CARLOS,08
"EL LLANO MANZANA ""A""",07
"URBANIZACION ""DOÑA LILIANA""",05
BALCONES DE VISTA HERMOSA,01
EL ANGULO,04
VILLA NATALY 20 DE JULIO,04
EL CURUBO,05
JULIO CESAR TURBAY AYALA (EGIPTO ALTO),03
SAN ANTONIO NORTE,10
ALAMEDA,10
SAN CAYETANO,11
EL CARMEN,11
LAS BRISAS,04
LA VICTORIA TERCER SECTOR,04
LA VICTORIA SEGUNDO SECTOR,04
PALERMO ALTO,18
BRITALIA NORTE,11
SANTA BARBARA TIBABUYES I,11
LOTE EL TRIANGULO BARRIO RINCON DE SUBA,11
VISTA BELLA,11
JAPON,11
LA ORQUIDEA 3 ER SECTOR,11
PORTALES DEL NORTE IMPERIAL,11
VISTA BELLA SEGUNDO SECTOR,11
TUNA ALTA SECTOR BELLAVISTA SUBA,11
EL SALITRE SUBA IV SECTOR,11
SUBATA,11
LA FRANCIA,11
VILLA EL DORADO SAN ANTONIO,10
GARCES NAVAS,10
SAN DIONISIO,03
PARDO RUBIO,02
BOSQUE DE LOS PINOS,01
SANTA CECILIA SECTOR I,11
EL RECUERDO SUR,19
MARCO FIDEL SUAREZ IV,18
BARRIO LAS MANITAS,19
LOS LIBERTADORES,04
MIRAFLORES,04
LA PLAYA BARRIO LA VICTORIA,04
LOS ALPES BARRIO LOS ALPES,04
AMAPOLAS II SECTOR,04
LA GRANJA,10
SAN JOSE LAS PISTAS,09
LA AZUCENA - EL TRIANGULO,07
BARRIO HUMBERTO VALENCIA,07
NICOLAS ESCOBAR,07
EL TRIUNFO SAN BERNARDINO,07
LA LIBERTAD III SECTOR,07
PRADO VERANIEGO (MANZANA 0),11
RINCON ESCUELA,11
TUNA ALTA SECTOR EL PEDREGAL,11
CIUDAD HUNZA,11
CHICO SUR,05
GLORIA GAITAN II,18
BALCON DE LA CASTAÑA II SECTOR,04
URBANIZACION JIMENEZ DE QUESADA,07
LOTEO LOS LAURELES,07
HNOS. BARRAGAN (EL LAUREL) BARRIO ESTACION,07
ARLUZ LA MANUELA,11
CHICO SUR,07
EL LLANO,07
SAN JOSE OBRERO,10
LAS ACACIAS,08
EL CASTILLO,08
VILLA RICA,08
PROGRESO II SECTOR LA REFORMA ,05
EL PARAISO,05
SAGRADO CORAZON,01
URBANIZACION SANTA CECILIA NORTE PARTE ALTA,01
BETHANIA BARRIO SAN BENITO,06
GUILLERMO NUÑEZ,11
LA FLORA,11
BARRIO LAS ORQUIDEAS,11
LAS TORRES,08
LAS ACACIAS,04
ANTONIO NARIÑO,07
LA CABAÑA II SECTOR,07
EL RUBI,07
SAN PEDRO,07
HORTELANOS DE ESCOCIA BARRIO LA MAGNOLIA III SECTOR,07
